29-12-2015 10:12:30.959,Si78000BA6,12/29/2015 10:12:30,0,15,303.0000,30.0000,320.0000,50.0000
29-12-2015 10:12:30.960,Si78000BA6,12/29/2015 10:12:30,1,15,301.0000,15.0000,323.0000,30.0000
29-12-2015 10:12:30.960,Si78000BA6,12/29/2015 10:12:30,2,15,269.0000,20.0000,338.0000,15.0000
29-12-2015 10:12:32.088,Si78000BA6,12/29/2015 10:12:32,0,15,306.0000,15.0000,320.0000,50.0000
29-12-2015 10:12:32.088,Si78000BA6,12/29/2015 10:12:32,1,15,302.0000,30.0000,322.0000,30.0000
29-12-2015 10:12:32.088,Si78000BA6,12/29/2015 10:12:32,2,15,269.0000,20.0000,338.0000,15.0000
29-12-2015 10:12:34.026,Si78000BA6,12/29/2015 10:12:34,0,15,306.0000,15.0000,320.0000,50.0000
29-12-2015 10:12:34.028,Si78000BA6,12/29/2015 10:12:34,1,15,301.0000,30.0000,321.0000,30.0000
29-12-2015 10:12:34.028,Si78000BA6,12/29/2015 10:12:34,2,15,269.0000,20.0000,338.0000,15.0000
29-12-2015 10:12:36.186,Si78000BA6,12/29/2015 10:12:36,0,14,301.0000,15.0000,320.0000,80.0000
29-12-2015 10:12:36.186,Si78000BA6,12/29/2015 10:12:36,1,14,300.0000,30.0000,338.0000,15.0000
29-12-2015 10:12:36.187,Si78000BA6,12/29/2015 10:12:36,2,14,269.0000,20.0000,348.0000,1.0000
29-12-2015 10:12:36.584,Si78000BA6,12/29/2015 10:12:36,0,14,301.0000,15.0000,320.0000,50.0000
29-12-2015 10:12:36.585,Si78000BA6,12/29/2015 10:12:36,1,14,269.0000,20.0000,338.0000,15.0000
29-12-2015 10:12:36.585,Si78000BA6,12/29/2015 10:12:36,2,14,268.0000,200.0000,348.0000,1.0000
29-12-2015 10:12:37.659,Si78000BA6,12/29/2015 10:12:37,0,15,302.0000,30.0000,320.0000,50.0000
29-12-2015 10:12:37.659,Si78000BA6,12/29/2015 10:12:37,1,15,301.0000,15.0000,325.0000,30.0000
